"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"s1[17,1]",-9.547701755,-9.528975,1.33479694335311,1.288045815,-11.679415,-7.317345,1.00217327528384,6821.55269812263,2492.80336129731
"s1[18,1]",-9.53098354,-9.526835,1.33643107053839,1.349114109,-11.671585,-7.2780925,1.00244730966327,6177.44800681579,2254.60265834116
"s1[19,1]",-9.5095418075,-9.51839,1.38054156281786,1.378484415,-11.735585,-7.200926,1.00022328367772,5570.03076446946,2226.91178191151
"s1[20,1]",-9.524386125,-9.531205,1.34909730646757,1.370018769,-11.731695,-7.3225965,1.00408532290713,3535.12030559856,2494.60953496602
"s1[21,1]",-9.54543329,-9.528505,1.35140900437395,1.347453597,-11.74443,-7.282589,1.00432057120281,6137.33439362945,2538.40732159854
"s1[22,1]",-9.5277182275,-9.53195,1.31209478701385,1.330203546,-11.66184,-7.424264,1.00343066608701,6708.6474924686,2677.06596641205
"s1[23,1]",-9.552734535,-9.56639,1.35220554768091,1.365637686,-11.72523,-7.346503,1.00335914261351,6847.55592645515,2717.13745086717
"s1[24,1]",-9.5053662,-9.52801,1.31785881053798,1.284406032,-11.655935,-7.331872,1.00710186526452,6183.9713272278,2760.77735514846
"s1[25,1]",-9.530704235,-9.544545,1.40658796561359,1.398143691,-11.828405,-7.118994,1.00161629504535,2015.83521925201,293.776427769975
"s1[26,1]",-9.588884075,-9.58001,1.41831649954048,1.436105664,-11.96975,-7.2905595,1.0013696903022,6114.22703062822,2480.30416794349
"s1[27,1]",-9.542203265,-9.522635,1.43947709536054,1.459723482,-11.94804,-7.2432855,1.00137036826446,4986.59134500657,2498.00732194507
"s1[28,1]",-9.572561665,-9.596915,1.3593788945908,1.301848821,-11.786725,-7.3835535,1.00209642829569,5913.84921483574,2558.42452472665
"s1[29,1]",-9.5145490325,-9.53021,1.3748702413308,1.365437535,-11.745265,-7.269114,1.00017319396612,5920.83558215033,2351.92864167046
"s1[30,1]",-9.516820465,-9.522775,1.37549103110611,1.393799673,-11.71444,-7.215485,1.00104720683333,5433.1722588958,2702.0000455425
"s1[31,1]",-9.590007535,-9.567885,1.38606622032927,1.347468423,-11.97413,-7.3432675,1.00386824665552,1080.59667800455,296.982123039468
"s1[32,1]",-9.5512107725,-9.564305,1.34956730118184,1.343020623,-11.769495,-7.3311245,1.00182430147782,6613.17471376249,2537.14261960623
"s1[33,1]",-9.56184794,-9.557445,1.29927876042652,1.240372812,-11.75623,-7.4319835,1.0036717745781,4625.11765807909,1377.0906909157
"s1[34,1]",-9.602687435,-9.587525,1.37378667259669,1.310336706,-11.951495,-7.3435145,1.00240354142592,1756.53868191771,282.148842522337
"s1[35,1]",-9.512618795,-9.50963,1.41675147456758,1.412354412,-11.84352,-7.209338,1.0025550338957,3729.32092780856,2106.2852048303
"s1[36,1]",-9.5242528625,-9.50555,1.33443760383769,1.334495673,-11.73279,-7.329749,1.00561900700694,3097.03355363292,2724.09099758604
"s1[37,1]",-9.5763806475,-9.548035,1.36982517127834,1.373725269,-11.842245,-7.3193325,1.00032325544081,5770.14323171309,2405.34326803809
"s1[38,1]",-9.56933302,-9.61741,1.38051380586928,1.39905549,-11.82236,-7.295138,1.00162972609493,4487.41605355516,2613.14271967346
"s1[39,1]",-9.65684788,-9.664555,1.34515583495046,1.318743048,-11.858485,-7.4133845,1.00279575203939,4131.30975425424,1568.39713829218
"s1[40,1]",-9.5547266225,-9.573615,1.38313489173461,1.361612427,-11.840225,-7.2567205,1.00063852373055,5884.83254105077,1767.05452439509
"s1[41,1]",-9.5194743275,-9.51517,1.37586956064011,1.39305096,-11.75684,-7.241315,1.00400655290527,4633.17416718735,2558.53584516977
"s1[42,1]",-9.5728674075,-9.56298,1.35704206332485,1.397899062,-11.728435,-7.3237085,1.00109704423355,4653.86713236012,2761.92092475388
"s1[43,1]",-9.55258055,-9.54325,1.336969761202,1.34664558,-11.74308,-7.381205,1.00145823220004,3653.10898549268,2533.33600292033
"s1[44,1]",-9.552804585,-9.54474,1.32422774231767,1.339936815,-11.75671,-7.4004235,1.0001971287618,4902.00591018845,2418.38042568698
"s1[45,1]",-9.538391085,-9.52651,1.33549469303511,1.301774691,-11.780805,-7.34662,1.00336634277791,6894.51829824062,2487.45102862676
"s1[46,1]",-9.5612516725,-9.579325,1.36065479165376,1.403540355,-11.780755,-7.3608245,1.00404920708802,5961.23401508189,2225.60426826145
"s1[47,1]",-9.525563745,-9.53228,1.38913701582881,1.351716072,-11.82018,-7.233273,1.00051152929665,4687.50802062137,2254.78935454712
"s1[48,1]",-9.556568415,-9.570025,1.36092133343066,1.365066885,-11.797635,-7.304871,1.00096945977234,5703.72963837306,2281.67465882966
"s1[49,1]",-9.54021848,-9.514885,1.37746380540065,1.370982459,-11.781975,-7.30066,1.00538392960745,5431.055065015,1596.02556338674
"s1[50,1]",-9.57406268,-9.560275,1.39583022143457,1.410923703,-11.849955,-7.311121,1.00232451390265,3015.29424119071,2437.96901755544
"s1[51,1]",-9.5343321875,-9.523565,1.34858289787439,1.36228701,-11.747225,-7.3454175,1.0031405611999,5895.73079782948,2319.90671457359
"s1[52,1]",-9.5560702575,-9.573185,1.35445438418109,1.414978614,-11.738025,-7.3429095,1.00137371736508,5297.09294759833,2591.55372898688
"s1[53,1]",-9.5632754675,-9.569275,1.36671582176102,1.314347139,-11.81361,-7.2376355,1.00219727189753,6775.98630118502,2581.27716826987
"s1[54,1]",-9.520244945,-9.52395,1.36106720773869,1.419330045,-11.72721,-7.3024375,1.00243114473745,5148.50432828105,2341.1503178121
"s1[55,1]",-9.5181924525,-9.53978,1.33565972649332,1.334377065,-11.685515,-7.2725415,0.999858362954,5686.1712732209,2581.77988681076
"s1[56,1]",-9.5208840475,-9.52347,1.36210953058531,1.358847378,-11.812155,-7.2879765,1.00198300651577,5639.92690383161,2220.11994598656
"s1[57,1]",-9.5834329575,-9.58746,1.36980387694586,1.376868381,-11.804245,-7.3676255,1.0002195135101,7132.53748214165,2305.43779960003
"s1[58,1]",-9.5498759675,-9.55362,1.3861875618171,1.379944776,-11.82318,-7.3132335,1.0001053619826,5923.83797120898,2378.27968516858
"s1[59,1]",-9.5489730775,-9.52966,1.34052799802941,1.35324315,-11.797405,-7.329135,1.00156164814297,5593.61769379445,2864.18729362129
"s1[60,1]",-9.53710452,-9.478685,1.35455984923787,1.38882555,-11.755655,-7.3561265,1.00078467878379,6133.09956951393,1997.17156430467
"s1[61,1]",-9.4646818625,-9.47069,1.4112262239005,1.434282066,-11.781065,-7.147103,1.00344495928711,2649.96196307321,1651.34658313279
"s1[62,1]",-9.5034937825,-9.50785,1.36563395085621,1.364014239,-11.770725,-7.2802745,1.00477109167826,3104.59076430208,2434.64023640084
"s1[63,1]",-9.54800644,-9.54606,1.35818351807621,1.368625125,-11.77239,-7.318696,1.0010585776892,4689.54954583952,2289.1960772547
"s1[64,1]",-9.5390772975,-9.529355,1.34476486331766,1.339840446,-11.800425,-7.3253675,1.00286572295804,7171.26590961468,2476.26436868563
"s1[65,1]",-9.55150317,-9.518745,1.36374974355085,1.394066541,-11.774605,-7.2745025,1.0026607239078,6374.05381541269,2290.55638155572
"s1[66,1]",-9.5367524575,-9.52847,1.33915363090346,1.381679418,-11.73895,-7.390181,1.00165729852265,5549.04843655704,2656.57257848673
"s1[67,1]",-9.543346865,-9.51766,1.3969564903154,1.404037026,-11.78687,-7.2380395,1.00172925519081,3652.45906474686,2301.52408725494
"s1[68,1]",-9.527462855,-9.536515,1.32077358585417,1.276533426,-11.721015,-7.3941025,1.00018462102167,6539.12779148057,2764.72044989737
"s1[69,1]",-9.512760995,-9.531305,1.35749124181015,1.314614007,-11.77779,-7.3059165,1.0032609749365,2794.42516753646,1620.37041949534
"s1[70,1]",-9.5049909675,-9.529135,1.35366468965377,1.290254889,-11.732775,-7.2847395,1.00293241571554,5605.59328138733,2141.51903457438
"s1[71,1]",-9.5713875475,-9.543825,1.41756262851854,1.415682849,-11.88706,-7.2214105,1.0005908755298,6492.28717003839,2695.41646627078
"s1[72,1]",-9.5455780775,-9.582275,1.36581826710887,1.338068739,-11.841235,-7.2350315,1.00219197560785,5666.84895396467,2315.18303191555
"s1[73,1]",-9.4922951225,-9.452485,1.37490302688665,1.365244797,-11.78254,-7.2352815,1.00581082582335,6553.85427758396,2537.64229771725
"s1[74,1]",-9.55066566,-9.54019,1.37008344399543,1.392717375,-11.77236,-7.3480265,1.00005425599813,7263.51562954964,2941.27390114406
"s1[75,1]",-9.5554120175,-9.566935,1.34169386089881,1.356705021,-11.732815,-7.34583,1.00332589761453,6423.3142153081,2143.8213111096
"s1[76,1]",-9.5409460425,-9.531155,1.35270228540487,1.35672726,-11.803015,-7.3166905,1.00105490950315,7382.61278661128,2449.06246187259
"s1[77,1]",-9.5543016525,-9.5422,1.35340864080541,1.319795694,-11.76788,-7.3417875,1.00369435930402,6060.14618825704,2391.71176794909
"s1[78,1]",-9.52152176,-9.515085,1.40103676676146,1.435119735,-11.827805,-7.283614,1.00540758788341,5369.49788652421,2234.87306184878
"s1[79,1]",-9.5372470075,-9.531185,1.36493926262911,1.412502672,-11.804335,-7.3229685,1.00154249665278,5078.84480638239,2488.15107269243
"s1[80,1]",-9.5004755075,-9.51852,1.3175270680658,1.260543585,-11.67333,-7.3031985,1.00193346282863,5592.73662654047,2460.78441582084
"s1[81,1]",-9.5643382175,-9.536415,1.38578224264493,1.403488464,-11.80584,-7.347833,1.00168593226051,2863.66549775544,1998.29725958769
"s1[82,1]",-9.5033031525,-9.53147,1.3794373209327,1.407217203,-11.736435,-7.097773,1.00280421684489,1900.58042940664,305.731838823315
"s1[83,1]",-9.55768932,-9.579775,1.38692583230221,1.435423668,-11.759315,-7.290353,1.00128223608162,5438.11690546623,2639.01479432196
"s1[84,1]",-9.555464895,-9.520755,1.36507142713995,1.377646746,-11.78242,-7.307228,1.00205026957526,5859.18543771216,2216.8059268218
"s1[85,1]",-9.5399561925,-9.5472,1.36340162336222,1.385541591,-11.73842,-7.257274,1.00133241186409,5739.5190416728,2276.91094910681
"s1[86,1]",-9.5347644825,-9.51655,1.37296790896249,1.38059712,-11.8131,-7.330541,1.00407539699766,6176.62950992007,2467.54888443994
"s1[87,1]",-9.51942197,-9.523625,1.39704762999208,1.397016915,-11.79189,-7.204292,1.00488122225226,5533.65056104381,1484.87780739358
"s1[88,1]",-9.5280801,-9.528655,1.33313521186741,1.348832415,-11.68948,-7.3655875,1.0030747089224,4802.12371265291,2720.59827929037
"s1[89,1]",-9.4970504725,-9.487225,1.3734762483894,1.330196133,-11.810015,-7.19562500000001,1.0010020253114,5980.71193470148,1546.91807198247
"s1[90,1]",-9.53720902,-9.528175,1.36496418502818,1.38637926,-11.845585,-7.277071,1.00070675673317,4239.73431366208,2141.52590260736
"s1[91,1]",-9.5129998725,-9.498485,1.33285477541321,1.317208557,-11.660735,-7.287201,1.00467563481252,6180.93579194955,2684.08896879938
"s1[92,1]",-9.5323851125,-9.521895,1.39109641463884,1.334792193,-11.825935,-7.1384875,1.00355382079259,5258.97458233525,1439.4055262794
"s1[93,1]",-9.50011167,-9.534495,1.3375690013152,1.30224171,-11.74834,-7.230609,1.00309819421653,5856.92360881101,2124.57517065049
"s1[94,1]",-9.57767628,-9.554675,1.36980071362825,1.385393331,-11.839095,-7.297876,1.00024375762374,5473.25935182921,2129.56517992055
"s1[95,1]",-9.5275426175,-9.50882,1.41054089119098,1.437187962,-11.912405,-7.253812,1.00206090421439,4809.2365811289,1862.15806097924
"s1[96,1]",-9.557763575,-9.546945,1.34614188459151,1.345022133,-11.75707,-7.3150635,1.00217359913792,6200.99224854663,2587.08998340161
"s1[97,1]",-9.5807481,-9.581285,1.3904674274433,1.398729318,-11.82768,-7.367513,0.999771607172471,4583.72710837161,1788.43851804657
"s1[98,1]",-9.5600814,-9.58397,1.36467423118065,1.348291266,-11.795935,-7.293896,1.00157052105884,4803.36376950511,1453.6729673475
"s1[99,1]",-9.51359958,-9.5094,1.33345374679782,1.327542279,-11.69881,-7.2961825,1.00055830158728,5725.00734685128,2753.69594484143
"s1[100,1]",-9.53787533,-9.50481,1.33842471408096,1.309417494,-11.74378,-7.26883,1.00102899817502,5652.27229526591,2020.66084811633
"s1[101,1]",-9.53444956,-9.51509,1.36615762823148,1.388247336,-11.770095,-7.2937175,1.00139676522732,4438.23121161855,2301.10977900016
"s1[102,1]",-9.547822765,-9.56002,1.33567630736723,1.346467668,-11.751235,-7.3886445,1.00125475743503,5854.91855577356,2724.27456539588
"s1[103,1]",-9.5360722075,-9.52629,1.3457025314623,1.378247199,-11.75162,-7.3337845,1.00095495036246,4338.90639004479,2668.12086466581
"s1[104,1]",-9.5109317125,-9.481465,1.32908099569147,1.333561635,-11.654335,-7.3764295,1.00122635986644,6598.77001610759,2499.58680955884
"s1[105,1]",-9.50809267,-9.53284,1.34725567021854,1.337542416,-11.727165,-7.2168905,1.00469694022358,1243.91349294117,205.623657782451
"s1[106,1]",-9.59312582,-9.56039,1.3630158669431,1.38230211,-11.799725,-7.3528265,1.00185102801379,2838.87980604767,2420.73238929882
"s1[107,1]",-9.566914525,-9.5418,1.32271828128286,1.27051407,-11.850895,-7.373545,1.0021117887505,5425.07071316107,1435.11201799609
"s1[108,1]",-9.55338435,-9.563815,1.38122520931979,1.394770776,-11.796615,-7.2870385,1.00154622840336,5701.21010346112,2451.96658036363
"s1[109,1]",-9.518940865,-9.54698,1.38600348715691,1.381501506,-11.836615,-7.2422955,1.00152707978547,3136.24566353664,1752.77928122407
"s1[110,1]",-9.527057675,-9.50072,1.34298240714057,1.309543515,-11.82911,-7.2969585,1.00411006320758,7136.79093158191,2610.15984821924
"s1[111,1]",-9.4930341275,-9.486065,1.3728072605502,1.384429641,-11.79653,-7.230218,1.00246876116351,3405.36322184703,1630.82873521292
"s1[112,1]",-9.526580985,-9.521455,1.38597059212672,1.383465951,-11.76964,-7.242483,1.00233396266117,4458.69589666646,2114.40344113278
"s1[113,1]",-9.53364975,-9.53797,1.37249762657978,1.392131748,-11.76152,-7.2770665,1.00029638887979,4845.37928694066,2082.08701419141
"s1[114,1]",-9.5597394175,-9.58324,1.35124756207622,1.356149046,-11.74762,-7.32563,1.00219896989195,5339.60469732467,2315.49598179862
"s1[115,1]",-9.5476478375,-9.5266,1.35329324938751,1.344547701,-11.842105,-7.3275685,1.00180140287618,5253.33523480088,2329.77812486203
"s1[116,1]",-9.544306925,-9.50831,1.3268834535865,1.311456069,-11.79233,-7.363282,1.00065989711757,6126.24542891415,2436.23495340171
"s1[117,1]",-9.5250589175,-9.553195,1.33445954273625,1.336993854,-11.70844,-7.2982725,1.00037433181156,5677.83767379194,2277.14597202514
"s1[118,1]",-9.5681175325,-9.59356,1.32032923910722,1.323843192,-11.745985,-7.3685875,1.00232437491537,6462.38507385362,2415.27229864108
"s1[119,1]",-9.5040922975,-9.50575,1.37261979494548,1.404044439,-11.782615,-7.3293595,1.00146764711248,2661.10547978563,1778.65507313441
"s1[120,1]",-9.4941147275,-9.5128,1.39433949157944,1.390871538,-11.72327,-7.2027335,1.00380481264184,3017.06117211856,2004.71373560242
"s1[121,1]",-9.5330395125,-9.521215,1.38772346966132,1.406335056,-11.84699,-7.267638,1.00268052031076,6308.85339846758,2607.12996808025
"s1[122,1]",-9.5121748,-9.519435,1.40192908286789,1.41328845,-11.78728,-7.179478,1.00246563345126,4457.11617821221,1463.10457463993
"s1[123,1]",-9.5055260225,-9.513065,1.3691248722785,1.414222488,-11.69601,-7.215724,1.00130860995404,3484.38358251143,2713.3105498909
"s1[124,1]",-9.5197051925,-9.52913,1.35623614001893,1.345192632,-11.78835,-7.309089,1.00115543770173,3624.70788725164,1840.28103795296
"s1[125,1]",-9.5561147225,-9.57067,1.38073666221181,1.389981978,-11.791585,-7.23987,1.0044321395929,3172.74503448209,2197.66717122846
"s1[126,1]",-9.5270207825,-9.50458,1.34607593637662,1.360989735,-11.783305,-7.36305,1.00048101492812,6046.79169479902,2633.08276551505
"s1[127,1]",-9.5713171425,-9.520975,1.37405528784339,1.354866597,-11.81723,-7.357657,1.00171226829678,6220.06483226253,2437.83894777903
"s1[128,1]",-9.51883628,-9.506545,1.37918344425616,1.33745346,-11.81483,-7.2726345,1.00061931476882,5423.90483592362,2458.31374438167
"s1[129,1]",-9.55924001,-9.54711,1.35036859329749,1.312857126,-11.814825,-7.3466065,1.00286313613988,5895.73862833286,2126.77784088182
"s1[130,1]",-9.5959429925,-9.586085,1.42817154402154,1.444156182,-11.956875,-7.251931,1.00424802847544,3354.13833023116,1307.1947243442
"s1[131,1]",-9.532914105,-9.555385,1.44907932502807,1.419782238,-11.83189,-7.1179965,1.00132641564248,5481.94339297102,1982.18364961935
"s1[132,1]",-9.5606493575,-9.56729,1.37637652329026,1.401672279,-11.7533,-7.29174,1.00154319245446,2847.90229835368,2642.74355025455
"s1[133,1]",-9.5555244275,-9.565115,1.37225948425777,1.349633019,-11.8281,-7.277062,1.00238861794598,6390.02232312605,2130.53341367903
"s1[134,1]",-9.484600005,-9.48455,1.32480886711871,1.325770572,-11.673785,-7.28087,1.00193847849436,3603.61666179731,1907.3482147238
"s1[135,1]",-9.58181336,-9.568125,1.36806870434513,1.384800291,-11.908945,-7.31661,1.00399065897103,4741.54685458652,1553.2421353635
"s1[136,1]",-9.5595274625,-9.58241,1.35378745285171,1.347223794,-11.7532,-7.3430625,1.00259525282456,5491.98640408841,1977.01536699588
"s1[137,1]",-9.5420931125,-9.529485,1.36245652764379,1.324280559,-11.77783,-7.2885555,0.999973821726024,5914.83479044412,2353.31164016836
"s1[138,1]",-9.536404725,-9.546265,1.36336091456458,1.360544955,-11.749735,-7.2721615,1.00452334894324,3291.47414139422,2436.07756712736
"s1[139,1]",-9.5222704125,-9.52927,1.3824317153709,1.373947659,-11.79308,-7.234495,1.00359476092482,4858.76425822744,2299.98368399637
"s1[140,1]",-9.546077865,-9.52144,1.3398227712969,1.358743596,-11.74579,-7.426229,1.00366734188216,2231.9690216238,2448.84352516079
"s1[141,1]",-9.532082675,-9.520055,1.36455270901124,1.352212743,-11.81648,-7.285957,1.001585288305,5523.30053430165,2238.90663850345
"s1[142,1]",-9.5326326575,-9.53912,1.33981981568054,1.350915468,-11.730515,-7.33063850000001,1.00141583897911,5727.12880328541,2193.78346788515
"s1[143,1]",-9.5149300675,-9.496405,1.3423577798765,1.375941756,-11.704945,-7.3192265,1.00452483065401,4715.30617396665,2205.6369907537
"s1[144,1]",-9.553889195,-9.575995,1.37451221400434,1.357742841,-11.80275,-7.315486,1.00537577252829,5456.91707464306,2167.88614585912
"s1[145,1]",-9.5496387075,-9.55777,1.37686271991126,1.406438838,-11.755675,-7.299849,1.00571350369455,2119.62085512785,2829.87762083739
"s1[146,1]",-9.5602356375,-9.549275,1.37063295917098,1.388188032,-11.875,-7.361184,1.00147636536625,2384.52912350135,880.411906222314
"s1[147,1]",-9.51632187,-9.503245,1.33202638818364,1.313368623,-11.77051,-7.322322,1.00672758018163,5977.51842519954,2164.7560464505
"s1[148,1]",-9.5291667275,-9.544865,1.35266606714374,1.326763914,-11.78251,-7.293562,1.00025517852308,6485.32882682193,2425.40965313799
"s1[149,1]",-9.5022824075,-9.501125,1.34828403091271,1.446632124,-11.722825,-7.347814,1.00295447570837,3890.25142481779,2122.28217886409
"s1[150,1]",-9.5640806,-9.547695,1.38014134359582,1.429100379,-11.806515,-7.25865,1.00016128900172,5902.69041094958,2596.27454263923
"s1[151,1]",-9.5213818225,-9.529715,1.39196689075662,1.392443094,-11.82793,-7.1992565,1.00267151111511,4661.0853864876,2340.91157091954
"s1[152,1]",-9.51473,-9.46746,1.38707275378281,1.423570281,-11.732015,-7.287436,1.00187083845658,5852.33244755349,2276.74756970626
"s1[153,1]",-9.52944847,-9.545155,1.39075573194387,1.323806127,-11.757345,-7.1953105,1.00327267440036,1416.62979540515,260.991923207469
"s1[154,1]",-9.5412835175,-9.490275,1.33072546082363,1.34190126,-11.732445,-7.365469,0.999798948129599,6215.70737768392,2623.3390313137
"s1[155,1]",-9.5279138675,-9.494875,1.3468958669797,1.34234604,-11.75833,-7.32844,1.00026424970202,6211.99868727405,2515.7341815349
"s1[156,1]",-9.5306757025,-9.526405,1.3640206777993,1.338254064,-11.76397,-7.296987,1.00249316129583,5888.84402903534,2037.34286814339
"s1[157,1]",-9.5450430475,-9.54075,1.33416386181107,1.28148531,-11.73108,-7.360764,1.00490905508283,6352.46618664354,2469.21909229416
"s1[158,1]",-9.545637195,-9.59083,1.4092829711807,1.369062492,-11.859715,-7.1891125,1.0002792347982,5342.31389951044,2061.28935698425
"s1[159,1]",-9.51572273,-9.50839,1.33428101487309,1.327015956,-11.683895,-7.325691,1.00184326619654,5819.32644411429,2497.37780252739
"s1[160,1]",-9.544989195,-9.539095,1.33847896669381,1.324977381,-11.736265,-7.311689,1.0044385338772,5520.80590036623,1923.58489645285
"s1[161,1]",-9.531771385,-9.51137,1.33316792830431,1.329047118,-11.738225,-7.34444,1.0010931535953,5746.40600708201,2608.61952248327
"s1[162,1]",-9.541639045,-9.531705,1.41716785744118,1.390834473,-11.926115,-7.239339,1.0000424213208,6699.64842028909,2275.89531156061
"s1[163,1]",-9.48833873,-9.49807,1.41126309229484,1.428529578,-11.8121,-7.1631505,1.00106538822545,3111.6930540582,1994.11910372118
"s1[164,1]",-9.53613235,-9.5584,1.34736318755348,1.33441413,-11.783415,-7.3056595,1.00132730814501,6576.89028120978,2452.16567312879
"s1[165,1]",-9.5130071125,-9.51123,1.37826136008446,1.400300874,-11.71525,-7.2566995,1.00113153041818,2630.14543233251,2451.27326293909
"s1[166,1]",-9.51963975,-9.49251,1.36529138318362,1.363169157,-11.76663,-7.3219675,1.00239514023509,5356.7850326587,2619.10305651492
"s1[167,1]",-9.544508135,-9.520195,1.36457108650973,1.417002363,-11.7437,-7.2953645,1.00541340271352,6535.82754593031,2872.21090175817
"s1[168,1]",-9.53128647,-9.5565,1.35993071782058,1.362894876,-11.758685,-7.2531765,1.00271924064797,6037.51979251113,2661.50117595169
"s1[169,1]",-9.5594081875,-9.52101,1.36070940605356,1.339959054,-11.792,-7.2664815,1.00226095726815,6764.36420270654,2379.00069826353
"s1[170,1]",-9.49807998,-9.49445,1.36338503561882,1.35828399,-11.737305,-7.246396,1.00141246692731,5416.39878948082,2173.61924119692
"s1[171,1]",-9.55021697,-9.555065,1.35503645366382,1.345874628,-11.759965,-7.296259,1.00216936331927,4921.9963891091,2394.2374030267
"s1[172,1]",-9.5439201625,-9.56554,1.32281239440052,1.34812818,-11.667945,-7.3567635,1.00294784725681,6713.07147465954,2504.6317968017
